State,Race,Gender,Year,Ages,Crude Death Rate (Per 100k Persons)
Missouri,Black or African American,Male,2004,25-34 years,30.4
Missouri,Black or African American,Male,2004,45-54 years,28
Missouri,Black or African American,Male,2005,45-54 years,31.7
Missouri,Black or African American,Male,2006,25-34 years,22.9
Missouri,Black or African American,Male,2006,35-44 years,35.3
Missouri,Black or African American,Male,2006,45-54 years,30.7
Missouri,Black or African American,Male,2008,45-54 years,44.9
Missouri,Black or African American,Male,2009,35-44 years,22.8
Missouri,Black or African American,Male,2010,25-34 years,21.2
Missouri,Black or African American,Male,2011,25-34 years,29.1
Missouri,Black or African American,Male,2011,35-44 years,23.7
Missouri,Black or African American,Male,2011,45-54 years,28.4
Missouri,Black or African American,Male,2012,35-44 years,38.2
Missouri,Black or African American,Male,2012,45-54 years,22.3
Missouri,Black or African American,Male,2013,35-44 years,52.6
Missouri,Black or African American,Male,2013,45-54 years,24.9
Missouri,Black or African American,Male,2014,25-34 years,35.3
Missouri,Black or African American,Male,2014,35-44 years,40.5
Missouri,Black or African American,Male,2014,45-54 years,53
Missouri,Black or African American,Male,2015,25-34 years,28.7
Missouri,Black or African American,Male,2015,35-44 years,40.4
Missouri,Black or African American,Male,2015,45-54 years,28.1
Missouri,Black or African American,Male,2016,25-34 years,53.4
Missouri,Black or African American,Male,2016,35-44 years,106.8
Missouri,Black or African American,Male,2016,45-54 years,64.2
Missouri,White,Female,2000,35-44 years,3.4
Missouri,White,Female,2001,35-44 years,3.4
Missouri,White,Female,2002,35-44 years,3.5
Missouri,White,Female,2003,35-44 years,5.5
Missouri,White,Female,2003,45-54 years,4.7
Missouri,White,Female,2004,35-44 years,7
Missouri,White,Female,2004,45-54 years,3.8
Missouri,White,Female,2005,25-34 years,4.9
Missouri,White,Female,2005,35-44 years,6
Missouri,White,Female,2005,45-54 years,8.3
Missouri,White,Female,2006,20-24 years,6.4
Missouri,White,Female,2006,25-34 years,5.6
Missouri,White,Female,2006,35-44 years,6.9
Missouri,White,Female,2006,45-54 years,7.7
Missouri,White,Female,2007,35-44 years,5.9
Missouri,White,Female,2007,45-54 years,9.4
Missouri,White,Female,2008,25-34 years,5.1
Missouri,White,Female,2008,35-44 years,8.2
Missouri,White,Female,2008,45-54 years,7.7
Missouri,White,Female,2009,25-34 years,8.5
Missouri,White,Female,2009,35-44 years,5.6
Missouri,White,Female,2009,45-54 years,6.9
Missouri,White,Female,2010,20-24 years,5.9
Missouri,White,Female,2010,25-34 years,8.4
Missouri,White,Female,2010,35-44 years,11.8
Missouri,White,Female,2010,45-54 years,7
Missouri,White,Female,2011,20-24 years,5.9
Missouri,White,Female,2011,25-34 years,11.4
Missouri,White,Female,2011,35-44 years,11.3
Missouri,White,Female,2011,45-54 years,10.5
Missouri,White,Female,2012,25-34 years,8.3
Missouri,White,Female,2012,35-44 years,8.5
Missouri,White,Female,2012,45-54 years,9.1
Missouri,White,Female,2013,20-24 years,6.4
Missouri,White,Female,2013,25-34 years,8.8
Missouri,White,Female,2013,35-44 years,13.1
Missouri,White,Female,2013,45-54 years,12.1
Missouri,White,Female,2014,20-24 years,7.6
Missouri,White,Female,2014,25-34 years,10.3
Missouri,White,Female,2014,35-44 years,11.8
Missouri,White,Female,2014,45-54 years,12.1
Missouri,White,Female,2015,25-34 years,8.2
Missouri,White,Female,2015,35-44 years,10.5
Missouri,White,Female,2015,45-54 years,11.2
Missouri,White,Female,2016,20-24 years,10.9
Missouri,White,Female,2016,25-34 years,13
Missouri,White,Female,2016,35-44 years,12.8
Missouri,White,Female,2016,45-54 years,12.3
Missouri,White,Male,1999,25-34 years,3.5
Missouri,White,Male,1999,35-44 years,8.3
Missouri,White,Male,2000,20-24 years,7.7
Missouri,White,Male,2000,25-34 years,4.8
Missouri,White,Male,2000,35-44 years,4.2
Missouri,White,Male,2000,45-54 years,3.7
Missouri,White,Male,2001,20-24 years,7.4
Missouri,White,Male,2001,25-34 years,3.9
Missouri,White,Male,2001,35-44 years,3.4
Missouri,White,Male,2001,45-54 years,3.8
Missouri,White,Male,2002,20-24 years,7.2
Missouri,White,Male,2002,25-34 years,8.8
Missouri,White,Male,2002,35-44 years,7.5
Missouri,White,Male,2002,45-54 years,5.5
Missouri,White,Male,2003,20-24 years,11.1
Missouri,White,Male,2003,25-34 years,6.8
Missouri,White,Male,2003,35-44 years,9
Missouri,White,Male,2003,45-54 years,10.6
Missouri,White,Male,2004,20-24 years,9.8
Missouri,White,Male,2004,25-34 years,9.1
Missouri,White,Male,2004,35-44 years,10.3
Missouri,White,Male,2004,45-54 years,9.3
Missouri,White,Male,2005,20-24 years,12.6
Missouri,White,Male,2005,25-34 years,8.1
Missouri,White,Male,2005,35-44 years,15.6
Missouri,White,Male,2005,45-54 years,10.7
Missouri,White,Male,2006,15-19 years,6.1
Missouri,White,Male,2006,20-24 years,14.3
Missouri,White,Male,2006,25-34 years,14.6
Missouri,White,Male,2006,35-44 years,15.8
Missouri,White,Male,2006,45-54 years,15.3
Missouri,White,Male,2007,15-19 years,5.6
Missouri,White,Male,2007,20-24 years,14.4
Missouri,White,Male,2007,25-34 years,13.4
Missouri,White,Male,2007,35-44 years,15.3
Missouri,White,Male,2007,45-54 years,11.9
Missouri,White,Male,2008,20-24 years,11.6
Missouri,White,Male,2008,25-34 years,20.7
Missouri,White,Male,2008,35-44 years,17.5
Missouri,White,Male,2008,45-54 years,14.1
Missouri,White,Male,2009,15-19 years,6.8
Missouri,White,Male,2009,20-24 years,20.4
Missouri,White,Male,2009,25-34 years,24.7
Missouri,White,Male,2009,35-44 years,13.3
Missouri,White,Male,2009,45-54 years,17.7
Missouri,White,Male,2010,15-19 years,8.6
Missouri,White,Male,2010,20-24 years,21.1
Missouri,White,Male,2010,25-34 years,25.1
Missouri,White,Male,2010,35-44 years,19.2
Missouri,White,Male,2010,45-54 years,15.9
Missouri,White,Male,2011,20-24 years,18
Missouri,White,Male,2011,25-34 years,21.7
Missouri,White,Male,2011,35-44 years,22.2
Missouri,White,Male,2011,45-54 years,18.1
Missouri,White,Male,2012,20-24 years,14.8
Missouri,White,Male,2012,25-34 years,22.5
Missouri,White,Male,2012,35-44 years,18.1
Missouri,White,Male,2012,45-54 years,18
Missouri,White,Male,2013,20-24 years,15.8
Missouri,White,Male,2013,25-34 years,20.6
Missouri,White,Male,2013,35-44 years,20.4
Missouri,White,Male,2013,45-54 years,17.3
Missouri,White,Male,2014,20-24 years,14
Missouri,White,Male,2014,25-34 years,29.8
Missouri,White,Male,2014,35-44 years,21.1
Missouri,White,Male,2014,45-54 years,18.8
Missouri,White,Male,2015,15-19 years,6.6
Missouri,White,Male,2015,20-24 years,17.6
Missouri,White,Male,2015,25-34 years,21.8
Missouri,White,Male,2015,35-44 years,17.8
Missouri,White,Male,2015,45-54 years,16.3
Missouri,White,Male,2016,20-24 years,30.6
Missouri,White,Male,2016,25-34 years,36.8
Missouri,White,Male,2016,35-44 years,27.3
Missouri,White,Male,2016,45-54 years,19.6
Montana,White,Female,2009,45-54 years,15.4
Montana,White,Female,2013,45-54 years,15.9
Montana,White,Male,2007,45-54 years,18.2
Montana,White,Male,2009,35-44 years,30.2
Montana,White,Male,2009,45-54 years,17.1
Nebraska,White,Male,2009,45-54 years,9.1
Nevada,White,Female,1999,35-44 years,7.8
Nevada,White,Female,1999,45-54 years,14.7
Nevada,White,Female,2000,35-44 years,9.3
Nevada,White,Female,2001,35-44 years,12
Nevada,White,Female,2001,45-54 years,12.4
Nevada,White,Female,2002,35-44 years,10.4
Nevada,White,Female,2002,45-54 years,8.8
Nevada,White,Female,2003,35-44 years,8
Nevada,White,Female,2003,45-54 years,19.5
Nevada,White,Female,2004,35-44 years,10.7
Nevada,White,Female,2004,45-54 years,12.8
Nevada,White,Female,2005,25-34 years,9.5
Nevada,White,Female,2005,35-44 years,13.3
Nevada,White,Female,2005,45-54 years,21.3
Nevada,White,Female,2006,25-34 years,7.1
Nevada,White,Female,2006,35-44 years,9.6
Nevada,White,Female,2006,45-54 years,17.8
Nevada,White,Female,2007,25-34 years,8.3
Nevada,White,Female,2007,35-44 years,16.3
Nevada,White,Female,2007,45-54 years,22.3
Nevada,White,Female,2008,25-34 years,8.9
Nevada,White,Female,2008,35-44 years,10.9
Nevada,White,Female,2008,45-54 years,22
Nevada,White,Female,2009,35-44 years,13.1
Nevada,White,Female,2009,45-54 years,22.6
Nevada,White,Female,2010,25-34 years,8.9
Nevada,White,Female,2010,35-44 years,9.7
Nevada,White,Female,2010,45-54 years,14.4
Nevada,White,Female,2011,25-34 years,6.9
Nevada,White,Female,2011,35-44 years,7.7
Nevada,White,Female,2011,45-54 years,15.2
Nevada,White,Female,2012,45-54 years,20.1
Nevada,White,Female,2013,35-44 years,7.1
Nevada,White,Female,2013,45-54 years,11.1
Nevada,White,Female,2014,35-44 years,7.8
Nevada,White,Female,2015,35-44 years,7
Nevada,White,Female,2015,45-54 years,13.7
Nevada,White,Female,2016,45-54 years,9.5
Nevada,White,Male,1999,25-34 years,11.9
Nevada,White,Male,1999,35-44 years,21.2
Nevada,White,Male,1999,45-54 years,11.4
Nevada,White,Male,2000,25-34 years,9.5
Nevada,White,Male,2000,35-44 years,16.7
Nevada,White,Male,2000,45-54 years,32
Nevada,White,Male,2001,25-34 years,11.6
Nevada,White,Male,2001,35-44 years,14.8
Nevada,White,Male,2001,45-54 years,19.8
Nevada,White,Male,2002,25-34 years,15.7
Nevada,White,Male,2002,35-44 years,24.6
Nevada,White,Male,2002,45-54 years,30.1
Nevada,White,Male,2003,25-34 years,12
Nevada,White,Male,2003,35-44 years,28.3
Nevada,White,Male,2003,45-54 years,23.2
Nevada,White,Male,2004,20-24 years,18.4
Nevada,White,Male,2004,25-34 years,11.6
Nevada,White,Male,2004,35-44 years,15.4
Nevada,White,Male,2004,45-54 years,28.9
Nevada,White,Male,2005,20-24 years,16.4
Nevada,White,Male,2005,25-34 years,15.3
Nevada,White,Male,2005,35-44 years,16.3
Nevada,White,Male,2005,45-54 years,26.5
Nevada,White,Male,2006,20-24 years,18.5
Nevada,White,Male,2006,25-34 years,13.7
Nevada,White,Male,2006,35-44 years,19.7
Nevada,White,Male,2006,45-54 years,23.7
Nevada,White,Male,2007,20-24 years,26.8
Nevada,White,Male,2007,25-34 years,21.7
Nevada,White,Male,2007,35-44 years,16.5
Nevada,White,Male,2007,45-54 years,24.3
Nevada,White,Male,2008,15-19 years,16.7
Nevada,White,Male,2008,20-24 years,16.8
Nevada,White,Male,2008,25-34 years,23.3
Nevada,White,Male,2008,35-44 years,20.3
Nevada,White,Male,2008,45-54 years,22.6
Nevada,White,Male,2009,20-24 years,15.6
Nevada,White,Male,2009,25-34 years,14.5
Nevada,White,Male,2009,35-44 years,17.5
Nevada,White,Male,2009,45-54 years,28.2
Nevada,White,Male,2010,25-34 years,14.6
Nevada,White,Male,2010,35-44 years,10.8
Nevada,White,Male,2010,45-54 years,25.5
Nevada,White,Male,2011,15-19 years,14.3
Nevada,White,Male,2011,20-24 years,16.7
Nevada,White,Male,2011,25-34 years,18.6
Nevada,White,Male,2011,35-44 years,14.2
Nevada,White,Male,2011,45-54 years,23.1
Nevada,White,Male,2012,20-24 years,13.8
Nevada,White,Male,2012,25-34 years,14
Nevada,White,Male,2012,35-44 years,16.9
Nevada,White,Male,2012,45-54 years,21.8
Nevada,White,Male,2013,20-24 years,15.2
Nevada,White,Male,2013,25-34 years,17.1
Nevada,White,Male,2013,35-44 years,13.1
Nevada,White,Male,2013,45-54 years,21.8
Nevada,White,Male,2014,20-24 years,14
Nevada,White,Male,2014,25-34 years,16.3
Nevada,White,Male,2014,35-44 years,8.5
Nevada,White,Male,2014,45-54 years,12.1
Nevada,White,Male,2015,25-34 years,14.3
Nevada,White,Male,2015,35-44 years,9.8
Nevada,White,Male,2015,45-54 years,13.3
Nevada,White,Male,2016,20-24 years,14.3
Nevada,White,Male,2016,25-34 years,12.2
Nevada,White,Male,2016,35-44 years,8.6
Nevada,White,Male,2016,45-54 years,8.8
New Hampshire,White,Female,2007,45-54 years,12
New Hampshire,White,Female,2014,25-34 years,31.1
New Hampshire,White,Female,2014,35-44 years,14.7
New Hampshire,White,Female,2014,45-54 years,11.7
New Hampshire,White,Female,2015,25-34 years,23.9
New Hampshire,White,Female,2015,35-44 years,34.3
New Hampshire,White,Female,2015,45-54 years,20.1
New Hampshire,White,Female,2016,20-24 years,31.3
New Hampshire,White,Female,2016,25-34 years,38.7
New Hampshire,White,Female,2016,35-44 years,35
New Hampshire,White,Female,2016,45-54 years,16.5
New Hampshire,White,Male,2002,25-34 years,22
New Hampshire,White,Male,2002,35-44 years,12.3
New Hampshire,White,Male,2003,35-44 years,17.4
New Hampshire,White,Male,2003,45-54 years,12.2
New Hampshire,White,Male,2004,25-34 years,23
New Hampshire,White,Male,2004,35-44 years,21.7
New Hampshire,White,Male,2005,25-34 years,17.6
New Hampshire,White,Male,2005,35-44 years,20.2
New Hampshire,White,Male,2005,45-54 years,15.6
New Hampshire,White,Male,2006,35-44 years,20.7
New Hampshire,White,Male,2006,45-54 years,12.4
New Hampshire,White,Male,2007,20-24 years,34.7
New Hampshire,White,Male,2007,25-34 years,31.4
New Hampshire,White,Male,2007,35-44 years,18.1
New Hampshire,White,Male,2008,25-34 years,22.4
New Hampshire,White,Male,2008,45-54 years,10.2
New Hampshire,White,Male,2009,25-34 years,25.4
New Hampshire,White,Male,2009,35-44 years,13.8
New Hampshire,White,Male,2009,45-54 years,15.7
New Hampshire,White,Male,2010,25-34 years,25.1
New Hampshire,White,Male,2010,35-44 years,15.5
New Hampshire,White,Male,2010,45-54 years,15.7
New Hampshire,White,Male,2011,25-34 years,21.6
New Hampshire,White,Male,2011,35-44 years,15
New Hampshire,White,Male,2011,45-54 years,15
New Hampshire,White,Male,2012,25-34 years,33.9
New Hampshire,White,Male,2012,35-44 years,18.2
New Hampshire,White,Male,2012,45-54 years,9.6
New Hampshire,White,Male,2013,20-24 years,23.6
New Hampshire,White,Male,2013,25-34 years,37.5
New Hampshire,White,Male,2013,35-44 years,20.1
New Hampshire,White,Male,2013,45-54 years,27.5
New Hampshire,White,Male,2014,20-24 years,48.4
New Hampshire,White,Male,2014,25-34 years,92.2
New Hampshire,White,Male,2014,35-44 years,53.2
New Hampshire,White,Male,2014,45-54 years,37.2
New Hampshire,White,Male,2015,20-24 years,53.1
New Hampshire,White,Male,2015,25-34 years,130.7
New Hampshire,White,Male,2015,35-44 years,87.9
New Hampshire,White,Male,2015,45-54 years,41.1
New Hampshire,White,Male,2016,20-24 years,72.3
New Hampshire,White,Male,2016,25-34 years,144.7
New Hampshire,White,Male,2016,35-44 years,87.9
New Hampshire,White,Male,2016,45-54 years,48.5
New Jersey,Black or African American,Female,2001,35-44 years,15.5
New Jersey,Black or African American,Female,2002,35-44 years,15.4
New Jersey,Black or African American,Female,2002,45-54 years,12.8
New Jersey,Black or African American,Female,2003,35-44 years,13.5
New Jersey,Black or African American,Female,2003,45-54 years,11.4
New Jersey,Black or African American,Female,2005,35-44 years,18.1
New Jersey,Black or African American,Female,2006,35-44 years,10
New Jersey,Black or African American,Female,2010,45-54 years,9.6
New Jersey,Black or African American,Female,2013,45-54 years,11.4
New Jersey,Black or African American,Female,2016,45-54 years,24.8
New Jersey,Black or African American,Male,1999,35-44 years,27.7
New Jersey,Black or African American,Male,1999,45-54 years,23.9
New Jersey,Black or African American,Male,2000,25-34 years,12
New Jersey,Black or African American,Male,2000,35-44 years,28.4
New Jersey,Black or African American,Male,2000,45-54 years,23.3
New Jersey,Black or African American,Male,2001,25-34 years,14.6
New Jersey,Black or African American,Male,2001,35-44 years,24.9
New Jersey,Black or African American,Male,2001,45-54 years,29.5
New Jersey,Black or African American,Male,2002,25-34 years,13.6
New Jersey,Black or African American,Male,2002,35-44 years,45.5
New Jersey,Black or African American,Male,2002,45-54 years,22.8
New Jersey,Black or African American,Male,2003,25-34 years,12.7
New Jersey,Black or African American,Male,2003,35-44 years,19.7
New Jersey,Black or African American,Male,2003,45-54 years,37.4
New Jersey,Black or African American,Male,2004,35-44 years,13.5
New Jersey,Black or African American,Male,2004,45-54 years,18.7
New Jersey,Black or African American,Male,2005,35-44 years,27.2
New Jersey,Black or African American,Male,2005,45-54 years,41.5
New Jersey,Black or African American,Male,2006,35-44 years,27.3
New Jersey,Black or African American,Male,2006,45-54 years,22.6
New Jersey,Black or African American,Male,2007,35-44 years,20.1
New Jersey,Black or African American,Male,2007,45-54 years,15.8
New Jersey,Black or African American,Male,2008,45-54 years,12.9
New Jersey,Black or African American,Male,2010,45-54 years,16.8
New Jersey,Black or African American,Male,2011,45-54 years,11
New Jersey,Black or African American,Male,2012,35-44 years,17.1
New Jersey,Black or African American,Male,2012,45-54 years,24.2
New Jersey,Black or African American,Male,2013,35-44 years,14.9
New Jersey,Black or African American,Male,2013,45-54 years,18.7
New Jersey,Black or African American,Male,2014,45-54 years,20.9
New Jersey,Black or African American,Male,2015,35-44 years,14.8
New Jersey,Black or African American,Male,2015,45-54 years,16.5
New Jersey,Black or African American,Male,2016,25-34 years,9.9
New Jersey,Black or African American,Male,2016,35-44 years,18.3
New Jersey,Black or African American,Male,2016,45-54 years,50.8
New Jersey,White,Female,1999,35-44 years,2.3
New Jersey,White,Female,2000,25-34 years,2.3
New Jersey,White,Female,2000,35-44 years,2.5
New Jersey,White,Female,2001,35-44 years,2.7
New Jersey,White,Female,2001,45-54 years,2
New Jersey,White,Female,2002,25-34 years,3.6
New Jersey,White,Female,2002,35-44 years,4.1
New Jersey,White,Female,2003,25-34 years,2.9
New Jersey,White,Female,2003,35-44 years,3.1
New Jersey,White,Female,2003,45-54 years,2.8
New Jersey,White,Female,2004,35-44 years,3.2
New Jersey,White,Female,2005,25-34 years,2.6
New Jersey,White,Female,2005,35-44 years,4.8
New Jersey,White,Female,2005,45-54 years,2.7
New Jersey,White,Female,2006,25-34 years,2.6
New Jersey,White,Female,2006,35-44 years,3.3
New Jersey,White,Female,2006,45-54 years,2.9
New Jersey,White,Female,2007,35-44 years,3.2
New Jersey,White,Female,2007,45-54 years,2.3
New Jersey,White,Female,2008,35-44 years,2.9
New Jersey,White,Female,2008,45-54 years,4.1
New Jersey,White,Female,2010,35-44 years,3.3
New Jersey,White,Female,2010,45-54 years,2.2
New Jersey,White,Female,2011,20-24 years,6.4
New Jersey,White,Female,2011,25-34 years,3.1
New Jersey,White,Female,2011,35-44 years,3.7
New Jersey,White,Female,2011,45-54 years,2.8
New Jersey,White,Female,2012,25-34 years,4.1
New Jersey,White,Female,2012,35-44 years,4.5
New Jersey,White,Female,2012,45-54 years,4
New Jersey,White,Female,2013,20-24 years,7.8
New Jersey,White,Female,2013,25-34 years,5.7
New Jersey,White,Female,2013,35-44 years,4.8
New Jersey,White,Female,2013,45-54 years,3.8
New Jersey,White,Female,2014,25-34 years,4.4
New Jersey,White,Female,2014,35-44 years,5.6
New Jersey,White,Female,2014,45-54 years,2.9
New Jersey,White,Female,2015,20-24 years,7.2
New Jersey,White,Female,2015,25-34 years,7.5
New Jersey,White,Female,2015,35-44 years,5
New Jersey,White,Female,2015,45-54 years,5.6
New Jersey,White,Female,2016,20-24 years,11.9
New Jersey,White,Female,2016,25-34 years,10.3
New Jersey,White,Female,2016,35-44 years,5.6
New Jersey,White,Female,2016,45-54 years,7.6
New Jersey,White,Male,1999,25-34 years,8.1
New Jersey,White,Male,1999,35-44 years,13.6
New Jersey,White,Male,1999,45-54 years,6.9
New Jersey,White,Male,2000,15-19 years,5.4
New Jersey,White,Male,2000,20-24 years,12.6
New Jersey,White,Male,2000,25-34 years,12.5
New Jersey,White,Male,2000,35-44 years,13.2
New Jersey,White,Male,2000,45-54 years,7.4
New Jersey,White,Male,2001,20-24 years,8.1
New Jersey,White,Male,2001,25-34 years,12.4
New Jersey,White,Male,2001,35-44 years,12.2
New Jersey,White,Male,2001,45-54 years,9.4
New Jersey,White,Male,2002,15-19 years,5.2
New Jersey,White,Male,2002,20-24 years,10.2
New Jersey,White,Male,2002,25-34 years,14.8
New Jersey,White,Male,2002,35-44 years,15.9
New Jersey,White,Male,2002,45-54 years,10.6
New Jersey,White,Male,2003,20-24 years,15.3
New Jersey,White,Male,2003,25-34 years,15
New Jersey,White,Male,2003,35-44 years,16.4
New Jersey,White,Male,2003,45-54 years,11.1
New Jersey,White,Male,2004,20-24 years,5.2
New Jersey,White,Male,2004,25-34 years,10
New Jersey,White,Male,2004,35-44 years,11.5
New Jersey,White,Male,2004,45-54 years,7.7
New Jersey,White,Male,2005,20-24 years,11.5
New Jersey,White,Male,2005,25-34 years,14.9
New Jersey,White,Male,2005,35-44 years,11.9
New Jersey,White,Male,2005,45-54 years,8.7
New Jersey,White,Male,2006,20-24 years,12.3
New Jersey,White,Male,2006,25-34 years,12.4
New Jersey,White,Male,2006,35-44 years,9.9
New Jersey,White,Male,2006,45-54 years,8.6
New Jersey,White,Male,2007,20-24 years,8.7
New Jersey,White,Male,2007,25-34 years,11.7
New Jersey,White,Male,2007,35-44 years,12.9
New Jersey,White,Male,2007,45-54 years,7.1
New Jersey,White,Male,2008,20-24 years,15.2
New Jersey,White,Male,2008,25-34 years,10.9
New Jersey,White,Male,2008,35-44 years,8.9
New Jersey,White,Male,2008,45-54 years,7.7
New Jersey,White,Male,2010,20-24 years,8.9
New Jersey,White,Male,2010,25-34 years,7.3
New Jersey,White,Male,2010,35-44 years,8.7
New Jersey,White,Male,2010,45-54 years,8.9
New Jersey,White,Male,2011,20-24 years,10.7
New Jersey,White,Male,2011,25-34 years,15.4
New Jersey,White,Male,2011,35-44 years,8.8
New Jersey,White,Male,2011,45-54 years,8
New Jersey,White,Male,2012,20-24 years,19.4
New Jersey,White,Male,2012,25-34 years,18.7
New Jersey,White,Male,2012,35-44 years,13.5
New Jersey,White,Male,2012,45-54 years,12.2
New Jersey,White,Male,2013,20-24 years,21.2
New Jersey,White,Male,2013,25-34 years,21.4
New Jersey,White,Male,2013,35-44 years,14.2
New Jersey,White,Male,2013,45-54 years,13.4
New Jersey,White,Male,2014,15-19 years,5.1
New Jersey,White,Male,2014,20-24 years,20.6
New Jersey,White,Male,2014,25-34 years,24.2
New Jersey,White,Male,2014,35-44 years,16.6
New Jersey,White,Male,2014,45-54 years,15.3
New Jersey,White,Male,2015,20-24 years,24.6
New Jersey,White,Male,2015,25-34 years,35.2
New Jersey,White,Male,2015,35-44 years,23.6
New Jersey,White,Male,2015,45-54 years,16.4
New Jersey,White,Male,2016,15-19 years,5.2
New Jersey,White,Male,2016,20-24 years,32.6
New Jersey,White,Male,2016,25-34 years,53.9
New Jersey,White,Male,2016,35-44 years,33.5
New Jersey,White,Male,2016,45-54 years,28.6
New Mexico,White,Female,2002,35-44 years,13.5
New Mexico,White,Female,2003,25-34 years,15.4
New Mexico,White,Female,2003,35-44 years,14.7
New Mexico,White,Female,2003,45-54 years,11.7
New Mexico,White,Female,2004,35-44 years,14.9
New Mexico,White,Female,2004,45-54 years,13.1
New Mexico,White,Female,2005,35-44 years,9.8
New Mexico,White,Female,2005,45-54 years,9.6
New Mexico,White,Female,2006,25-34 years,9.8
New Mexico,White,Female,2006,35-44 years,13.5
New Mexico,White,Female,2006,45-54 years,16.5
New Mexico,White,Female,2007,25-34 years,9.7
New Mexico,White,Female,2007,45-54 years,12.5
New Mexico,White,Female,2008,35-44 years,9.3
New Mexico,White,Female,2008,45-54 years,12.4
New Mexico,White,Female,2009,45-54 years,11.7
New Mexico,White,Female,2010,25-34 years,9.3
New Mexico,White,Female,2011,35-44 years,9.7
New Mexico,White,Female,2012,25-34 years,9.1
New Mexico,White,Female,2012,35-44 years,10.7
New Mexico,White,Female,2014,35-44 years,10
New Mexico,White,Female,2014,45-54 years,16.6
New Mexico,White,Female,2015,35-44 years,16.1
New Mexico,White,Female,2015,45-54 years,11.7
New Mexico,White,Female,2016,25-34 years,11
New Mexico,White,Female,2016,35-44 years,10.1
New Mexico,White,Female,2016,45-54 years,12
New Mexico,White,Male,1999,25-34 years,27.2
New Mexico,White,Male,1999,35-44 years,41.7
New Mexico,White,Male,1999,45-54 years,31.5
New Mexico,White,Male,2000,20-24 years,19.6
New Mexico,White,Male,2000,25-34 years,22.3
New Mexico,White,Male,2000,35-44 years,34.8
New Mexico,White,Male,2000,45-54 years,27.9
New Mexico,White,Male,2001,25-34 years,14.5
New Mexico,White,Male,2001,35-44 years,27.2
New Mexico,White,Male,2001,45-54 years,30.5
New Mexico,White,Male,2002,25-34 years,26.9
New Mexico,White,Male,2002,35-44 years,52
New Mexico,White,Male,2002,45-54 years,32.7
New Mexico,White,Male,2003,25-34 years,37.8
New Mexico,White,Male,2003,35-44 years,44.3
New Mexico,White,Male,2003,45-54 years,27.7
New Mexico,White,Male,2004,20-24 years,19.7
New Mexico,White,Male,2004,25-34 years,17.1
New Mexico,White,Male,2004,35-44 years,34.1
New Mexico,White,Male,2004,45-54 years,31.6
New Mexico,White,Male,2005,25-34 years,29.6
New Mexico,White,Male,2005,35-44 years,48
New Mexico,White,Male,2005,45-54 years,37
New Mexico,White,Male,2006,20-24 years,19.8
New Mexico,White,Male,2006,25-34 years,29
New Mexico,White,Male,2006,35-44 years,28.5
New Mexico,White,Male,2006,45-54 years,29.7
New Mexico,White,Male,2007,20-24 years,18.3
New Mexico,White,Male,2007,25-34 years,33.1
New Mexico,White,Male,2007,35-44 years,38.1
New Mexico,White,Male,2007,45-54 years,36.6
New Mexico,White,Male,2008,20-24 years,20.4
New Mexico,White,Male,2008,25-34 years,40.1
New Mexico,White,Male,2008,35-44 years,38.9
New Mexico,White,Male,2008,45-54 years,38
New Mexico,White,Male,2009,20-24 years,27.5
New Mexico,White,Male,2009,25-34 years,22.8
New Mexico,White,Male,2009,35-44 years,27.9
New Mexico,White,Male,2009,45-54 years,18.6
New Mexico,White,Male,2010,25-34 years,25
New Mexico,White,Male,2010,35-44 years,26
New Mexico,White,Male,2010,45-54 years,16.2
New Mexico,White,Male,2011,20-24 years,21.4
New Mexico,White,Male,2011,25-34 years,14.9
New Mexico,White,Male,2011,35-44 years,20.3
New Mexico,White,Male,2011,45-54 years,19.9
New Mexico,White,Male,2012,20-24 years,19.2
New Mexico,White,Male,2012,25-34 years,20.8
New Mexico,White,Male,2012,35-44 years,24.4
New Mexico,White,Male,2012,45-54 years,24
New Mexico,White,Male,2013,20-24 years,18.9
New Mexico,White,Male,2013,25-34 years,22.4
New Mexico,White,Male,2013,35-44 years,26.5
New Mexico,White,Male,2013,45-54 years,23.7
New Mexico,White,Male,2014,25-34 years,25.8
New Mexico,White,Male,2014,35-44 years,27.7
New Mexico,White,Male,2014,45-54 years,25.3
New Mexico,White,Male,2015,20-24 years,19.2
New Mexico,White,Male,2015,25-34 years,20.7
New Mexico,White,Male,2015,35-44 years,16.9
New Mexico,White,Male,2015,45-54 years,30.6
New Mexico,White,Male,2016,25-34 years,26.6
New Mexico,White,Male,2016,35-44 years,18.8
New Mexico,White,Male,2016,45-54 years,12.4
New York,Black or African American,Female,1999,35-44 years,8.8
New York,Black or African American,Female,1999,45-54 years,9.1
New York,Black or African American,Female,2000,35-44 years,7
New York,Black or African American,Female,2000,45-54 years,6.2
New York,Black or African American,Female,2001,35-44 years,3.6
New York,Black or African American,Female,2001,45-54 years,4.3
New York,Black or African American,Female,2002,35-44 years,4.6
New York,Black or African American,Female,2002,45-54 years,6.7
New York,Black or African American,Female,2003,35-44 years,5.3
New York,Black or African American,Female,2003,45-54 years,7
New York,Black or African American,Female,2004,35-44 years,6.4
New York,Black or African American,Female,2004,45-54 years,7.2
New York,Black or African American,Female,2005,35-44 years,5.5
New York,Black or African American,Female,2005,45-54 years,7.9
New York,Black or African American,Female,2006,35-44 years,9.8
New York,Black or African American,Female,2006,45-54 years,8.5
